,recuerdo,tiempo,juego,subj,session_o
3260,0,3,7,94,normal
3261,0,3,8,94,normal
3262,0,3,0,94,normal
3263,0,3,9,94,normal
3264,0,4,1,94,normal
3265,0,4,2,94,normal
3266,0,4,22,94,normal
3267,0,4,23,94,normal
3268,0,4,3,94,normal
3269,0,4,4,94,normal
3270,0,4,5,94,normal
3271,0,4,6,94,normal
3272,0,4,7,94,normal
3273,0,4,8,94,normal
3274,0,4,0,94,normal
3275,1,4,9,94,normal
3276,0,1,1,95,normal
3277,0,1,2,95,normal
3278,1,1,22,95,normal
3279,1,1,23,95,normal
3280,1,1,3,95,normal
3281,1,1,4,95,normal
3282,1,1,5,95,normal
3283,1,1,6,95,normal
3284,1,1,7,95,normal
3285,1,1,8,95,normal
3286,0,1,0,95,normal
3287,0,1,9,95,normal
3288,0,2,1,95,normal
3289,0,2,2,95,normal
3290,1,2,22,95,normal
3291,1,2,23,95,normal
3292,1,2,3,95,normal
3293,1,2,4,95,normal
3294,1,2,5,95,normal
3295,1,2,6,95,normal
3296,1,2,7,95,normal
3297,0,2,8,95,normal
3298,0,2,0,95,normal
3299,0,2,9,95,normal
3300,0,4,1,95,normal
3301,0,4,2,95,normal
3302,0,4,22,95,normal
3303,1,4,23,95,normal
3304,0,4,3,95,normal
3305,0,4,4,95,normal
3306,1,4,5,95,normal
3307,0,4,6,95,normal
3308,1,4,7,95,normal
3309,0,4,8,95,normal
3310,0,4,0,95,normal
3311,1,4,9,95,normal
3312,1,1,1,96,normal
3313,1,1,2,96,normal
3314,1,1,22,96,normal
3315,1,1,23,96,normal
3316,0,1,3,96,normal
3317,1,1,4,96,normal
3318,1,1,5,96,normal
3319,0,1,6,96,normal
3320,1,1,7,96,normal
3321,1,1,8,96,normal
3322,0,1,0,96,normal
3323,0,1,9,96,normal
3324,1,2,1,96,normal
3325,1,2,2,96,normal
3326,0,2,22,96,normal
3327,1,2,23,96,normal
3328,0,2,3,96,normal
3329,1,2,4,96,normal
3330,1,2,5,96,normal
3331,0,2,6,96,normal
3332,1,2,7,96,normal
3333,0,2,8,96,normal
3334,0,2,0,96,normal
3335,1,2,9,96,normal
3336,0,3,1,96,normal
3337,1,3,2,96,normal
3338,0,3,22,96,normal
3339,0,3,23,96,normal
3340,0,3,3,96,normal
3341,1,3,4,96,normal
3342,1,3,5,96,normal
3343,0,3,6,96,normal
3344,1,3,7,96,normal
3345,0,3,8,96,normal
3346,0,3,0,96,normal
3347,1,3,9,96,normal
3348,1,4,1,96,normal
3349,1,4,2,96,normal
3350,0,4,22,96,normal
3351,1,4,23,96,normal
3352,0,4,3,96,normal
3353,1,4,4,96,normal
3354,1,4,5,96,normal
3355,0,4,6,96,normal
3356,1,4,7,96,normal
3357,0,4,8,96,normal
3358,0,4,0,96,normal
3359,1,4,9,96,normal
3360,0,1,1,97,normal
3361,0,1,2,97,normal
3362,1,1,22,97,normal
3363,1,1,23,97,normal
3364,1,1,3,97,normal
3365,0,1,4,97,normal
3366,1,1,5,97,normal
3367,1,1,6,97,normal
3368,1,1,7,97,normal
3369,1,1,8,97,normal
3370,0,1,0,97,normal
3371,0,1,9,97,normal
3372,0,2,1,97,normal
3373,0,2,2,97,normal
3374,1,2,22,97,normal
3375,0,2,23,97,normal
3376,1,2,3,97,normal
3377,0,2,4,97,normal
3378,1,2,5,97,normal
3379,1,2,6,97,normal
3380,1,2,7,97,normal
3381,0,2,8,97,normal
3382,0,2,0,97,normal
3383,0,2,9,97,normal
3384,0,3,1,97,normal
3385,0,3,2,97,normal
3386,0,3,22,97,normal
3387,0,3,23,97,normal
3388,1,3,3,97,normal
3389,0,3,4,97,normal
3390,1,3,5,97,normal
3391,1,3,6,97,normal
3392,0,3,7,97,normal
3393,0,3,8,97,normal
3394,0,3,0,97,normal
3395,0,3,9,97,normal
3396,0,4,1,97,normal
3397,0,4,2,97,normal
3398,0,4,22,97,normal
3399,0,4,23,97,normal
3400,0,4,3,97,normal
3401,0,4,4,97,normal
3402,0,4,5,97,normal
3403,1,4,6,97,normal
3404,0,4,7,97,normal
3405,0,4,8,97,normal
3406,1,4,0,97,normal
3407,0,4,9,97,normal
3408,1,1,1,98,normal
3409,0,1,2,98,normal
3410,1,1,22,98,normal
3411,1,1,23,98,normal
3412,1,1,3,98,normal
3413,1,1,4,98,normal
3414,1,1,5,98,normal
3415,1,1,6,98,normal
3416,1,1,7,98,normal
3417,1,1,8,98,normal
3418,0,1,0,98,normal
3419,1,1,9,98,normal
3420,1,2,1,98,normal
3421,0,2,2,98,normal
3422,1,2,22,98,normal
3423,1,2,23,98,normal
3424,1,2,3,98,normal
3425,1,2,4,98,normal
3426,1,2,5,98,normal
3427,1,2,6,98,normal
3428,0,2,7,98,normal
3429,1,2,8,98,normal
3430,0,2,0,98,normal
3431,0,2,9,98,normal
3432,0,1,1,99,normal
3433,0,1,2,99,normal
3434,0,1,22,99,normal
3435,0,1,23,99,normal
3436,1,1,3,99,normal
3437,0,1,4,99,normal
3438,1,1,5,99,normal
3439,1,1,6,99,normal
3440,1,1,7,99,normal
3441,1,1,8,99,normal
3442,0,1,0,99,normal
3443,0,1,9,99,normal
3444,0,2,1,99,normal
3445,0,2,2,99,normal
3446,0,2,22,99,normal
3447,0,2,23,99,normal
3448,0,2,3,99,normal
3449,1,2,4,99,normal
3450,1,2,5,99,normal
3451,1,2,6,99,normal
3452,1,2,7,99,normal
3453,1,2,8,99,normal
3454,1,2,0,99,normal
3455,0,2,9,99,normal
3480,0,1,1,101,normal
3481,1,1,2,101,normal
3482,0,1,22,101,normal
3483,0,1,23,101,normal
3484,1,1,3,101,normal
3485,1,1,4,101,normal
3486,0,1,5,101,normal
3487,1,1,6,101,normal
3488,0,1,7,101,normal
3489,1,1,8,101,normal
3490,1,1,0,101,normal
3491,0,1,9,101,normal
3492,0,1,1,102,normal
3493,1,1,2,102,normal
3494,0,1,22,102,normal
3495,0,1,23,102,normal
3496,1,1,3,102,normal
3497,1,1,4,102,normal
3498,1,1,5,102,normal
3499,1,1,6,102,normal
3500,1,1,7,102,normal
3501,1,1,8,102,normal
3502,0,1,0,102,normal
3503,0,1,9,102,normal
3504,0,2,1,102,normal
3505,1,2,2,102,normal
3506,0,2,22,102,normal
3507,0,2,23,102,normal
3508,1,2,3,102,normal
3509,1,2,4,102,normal
3510,1,2,5,102,normal
3511,1,2,6,102,normal
3512,1,2,7,102,normal
3513,1,2,8,102,normal
3514,0,2,0,102,normal
3515,0,2,9,102,normal
3516,0,3,1,102,normal
3517,0,3,2,102,normal
3518,0,3,22,102,normal
3519,0,3,23,102,normal
3520,0,3,3,102,normal
3521,1,3,4,102,normal
3522,1,3,5,102,normal
3523,1,3,6,102,normal
3524,1,3,7,102,normal
3525,1,3,8,102,normal
3526,0,3,0,102,normal
3527,0,3,9,102,normal
3528,0,4,1,102,normal
3529,0,4,2,102,normal
3530,0,4,22,102,normal
3531,0,4,23,102,normal
3532,0,4,3,102,normal
3533,1,4,4,102,normal
3534,1,4,5,102,normal
3535,1,4,6,102,normal
3536,1,4,7,102,normal
3537,1,4,8,102,normal
3538,0,4,0,102,normal
3539,0,4,9,102,normal
3540,0,1,1,103,normal
3541,1,1,2,103,normal
3542,0,1,22,103,normal
3543,0,1,23,103,normal
3544,1,1,3,103,normal
3545,1,1,4,103,normal
3546,1,1,5,103,normal
3547,1,1,6,103,normal
3548,1,1,7,103,normal
3549,1,1,8,103,normal
3550,0,1,0,103,normal
3551,0,1,9,103,normal
3552,1,2,1,103,normal
3553,0,2,2,103,normal
3554,1,2,22,103,normal
3555,1,2,23,103,normal
3556,1,2,3,103,normal
3557,1,2,4,103,normal
3558,1,2,5,103,normal
3559,1,2,6,103,normal
3560,1,2,7,103,normal
3561,1,2,8,103,normal
3562,0,2,0,103,normal
3563,0,2,9,103,normal
3564,0,3,1,103,normal
3565,0,3,2,103,normal
3566,0,3,22,103,normal
3567,1,3,23,103,normal
3568,1,3,3,103,normal
3569,1,3,4,103,normal
3570,1,3,5,103,normal
3571,1,3,6,103,normal
3572,1,3,7,103,normal
3573,1,3,8,103,normal
3574,0,3,0,103,normal
3575,0,3,9,103,normal
3576,0,1,1,104,normal
3577,0,1,2,104,normal
3578,0,1,22,104,normal
3579,0,1,23,104,normal
3580,1,1,3,104,normal
3581,1,1,4,104,normal
3582,1,1,5,104,normal
3583,0,1,6,104,normal
3584,1,1,7,104,normal
3585,0,1,8,104,normal
3586,0,1,0,104,normal
3587,0,1,9,104,normal
3588,0,2,1,104,normal
3589,0,2,2,104,normal
3590,0,2,22,104,normal
3591,0,2,23,104,normal
3592,0,2,3,104,normal
3593,1,2,4,104,normal
3594,1,2,5,104,normal
3595,0,2,6,104,normal
3596,0,2,7,104,normal
3597,0,2,8,104,normal
3598,0,2,0,104,normal
3599,1,2,9,104,normal
3600,0,1,1,105,normal
3601,1,1,2,105,normal
3602,0,1,22,105,normal
3603,0,1,23,105,normal
3604,1,1,3,105,normal
3605,0,1,4,105,normal
3606,1,1,5,105,normal
3607,1,1,6,105,normal
3608,1,1,7,105,normal
3609,1,1,8,105,normal
3610,0,1,0,105,normal
3611,0,1,9,105,normal
3612,0,2,1,105,normal
3613,1,2,2,105,normal
3614,0,2,22,105,normal
3615,1,2,23,105,normal
3616,1,2,3,105,normal
3617,0,2,4,105,normal
3618,1,2,5,105,normal
3619,1,2,6,105,normal
3620,1,2,7,105,normal
3621,0,2,8,105,normal
3622,0,2,0,105,normal
3623,0,2,9,105,normal
3624,0,4,1,105,normal
3625,0,4,2,105,normal
3626,0,4,22,105,normal
3627,0,4,23,105,normal
3628,0,4,3,105,normal
3629,0,4,4,105,normal
3630,1,4,5,105,normal
3631,0,4,6,105,normal
3632,1,4,7,105,normal
3633,0,4,8,105,normal
3634,0,4,0,105,normal
3635,0,4,9,105,normal
3636,0,1,1,106,normal
3637,0,1,2,106,normal
3638,0,1,22,106,normal
3639,0,1,23,106,normal
3640,1,1,3,106,normal
3641,0,1,4,106,normal
3642,1,1,5,106,normal
3643,1,1,6,106,normal
3644,1,1,7,106,normal
3645,1,1,8,106,normal
3646,0,1,0,106,normal
3647,0,1,9,106,normal
3648,1,2,1,106,normal
3649,0,2,2,106,normal
3650,1,2,22,106,normal
3651,1,2,23,106,normal
3652,0,2,3,106,normal
3653,0,2,4,106,normal
3654,1,2,5,106,normal
3655,1,2,6,106,normal
3656,1,2,7,106,normal
3657,1,2,8,106,normal
3658,0,2,0,106,normal
3659,0,2,9,106,normal
3660,1,3,1,106,normal
3661,0,3,2,106,normal
3662,1,3,22,106,normal
3663,1,3,23,106,normal
3664,0,3,3,106,normal
3665,0,3,4,106,normal
3666,1,3,5,106,normal
3667,1,3,6,106,normal
3668,1,3,7,106,normal
3669,1,3,8,106,normal
3670,0,3,0,106,normal
3671,1,3,9,106,normal
3672,0,4,1,106,normal
3673,0,4,2,106,normal
3674,0,4,22,106,normal
3675,1,4,23,106,normal
3676,0,4,3,106,normal
3677,0,4,4,106,normal
3678,1,4,5,106,normal
3679,1,4,6,106,normal
3680,1,4,7,106,normal
3681,1,4,8,106,normal
3682,0,4,0,106,normal
3683,0,4,9,106,normal
3684,0,1,1,107,normal
3685,0,1,2,107,normal
3686,0,1,22,107,normal
3687,0,1,23,107,normal
3688,1,1,3,107,normal
3689,1,1,4,107,normal
3690,1,1,5,107,normal
3691,1,1,6,107,normal
3692,1,1,7,107,normal
3693,1,1,8,107,normal
3694,0,1,0,107,normal
3695,0,1,9,107,normal
3696,0,2,1,107,normal
3697,0,2,2,107,normal
3698,1,2,22,107,normal
3699,0,2,23,107,normal
3700,1,2,3,107,normal
3701,1,2,4,107,normal
3702,1,2,5,107,normal
3703,1,2,6,107,normal
3704,0,2,7,107,normal
3705,1,2,8,107,normal
3706,0,2,0,107,normal
3707,0,2,9,107,normal
3708,0,4,1,107,normal
3709,0,4,2,107,normal
3710,1,4,22,107,normal
3711,0,4,23,107,normal
3712,1,4,3,107,normal
3713,1,4,4,107,normal
3714,1,4,5,107,normal
3715,1,4,6,107,normal
3716,0,4,7,107,normal
3717,1,4,8,107,normal
3718,0,4,0,107,normal
3719,0,4,9,107,normal
3720,0,1,1,108,normal
3721,1,1,2,108,normal
3722,0,1,22,108,normal
3723,0,1,23,108,normal
3724,1,1,3,108,normal
3725,0,1,4,108,normal
3726,1,1,5,108,normal
3727,1,1,6,108,normal
3728,1,1,7,108,normal
3729,1,1,8,108,normal
3730,0,1,0,108,normal
3731,0,1,9,108,normal
3732,1,2,1,108,normal
3733,0,2,2,108,normal
3734,0,2,22,108,normal
3735,0,2,23,108,normal
3736,1,2,3,108,normal
3737,1,2,4,108,normal
3738,1,2,5,108,normal
3739,0,2,6,108,normal
3740,1,2,7,108,normal
3741,0,2,8,108,normal
3742,0,2,0,108,normal
3743,1,2,9,108,normal
3744,0,3,1,108,normal
3745,0,3,2,108,normal
3746,0,3,22,108,normal
3747,0,3,23,108,normal
3748,0,3,3,108,normal
3749,1,3,4,108,normal
3750,1,3,5,108,normal
3751,1,3,6,108,normal
3752,1,3,7,108,normal
3753,0,3,8,108,normal
3754,0,3,0,108,normal
3755,1,3,9,108,normal
3756,1,1,1,109,normal
3757,0,1,2,109,normal
3758,0,1,22,109,normal
3759,0,1,23,109,normal
3760,1,1,3,109,normal
3761,1,1,4,109,normal
3762,1,1,5,109,normal
3763,1,1,6,109,normal
3764,0,1,7,109,normal
3765,1,1,8,109,normal
3766,0,1,0,109,normal
3767,0,1,9,109,normal
3768,0,1,1,110,normal
3769,0,1,2,110,normal
3770,0,1,22,110,normal
3771,0,1,23,110,normal
3772,1,1,3,110,normal
3773,1,1,4,110,normal
3774,1,1,5,110,normal
3775,1,1,6,110,normal
3776,1,1,7,110,normal
3777,1,1,8,110,normal
3778,0,1,0,110,normal
3779,0,1,9,110,normal
3780,0,2,1,110,normal
3781,0,2,2,110,normal
3782,0,2,22,110,normal
3783,0,2,23,110,normal
3784,1,2,3,110,normal
3785,1,2,4,110,normal
3786,1,2,5,110,normal
3787,0,2,6,110,normal
3788,1,2,7,110,normal
3789,1,2,8,110,normal
3790,0,2,0,110,normal
3791,1,2,9,110,normal
3792,0,3,1,110,normal
3793,0,3,2,110,normal
3794,0,3,22,110,normal
3795,0,3,23,110,normal
3796,0,3,3,110,normal
3797,0,3,4,110,normal
3798,0,3,5,110,normal
3799,0,3,6,110,normal
3800,0,3,7,110,normal
3801,0,3,8,110,normal
3802,1,3,0,110,normal
3803,0,3,9,110,normal
3804,0,4,1,110,normal
3805,0,4,2,110,normal
3806,0,4,22,110,normal
3807,0,4,23,110,normal
3808,0,4,3,110,normal
3809,0,4,4,110,normal
3810,1,4,5,110,normal
3811,0,4,6,110,normal
3812,0,4,7,110,normal
3813,1,4,8,110,normal
3814,0,4,0,110,normal
3815,1,4,9,110,normal
3816,0,1,1,111,normal
3817,1,1,2,111,normal
3818,0,1,22,111,normal
3819,0,1,23,111,normal
3820,1,1,3,111,normal
3821,1,1,4,111,normal
3822,1,1,5,111,normal
3823,1,1,6,111,normal
3824,0,1,7,111,normal
3825,1,1,8,111,normal
3826,0,1,0,111,normal
3827,0,1,9,111,normal
3828,0,2,1,111,normal
3829,1,2,2,111,normal
3830,0,2,22,111,normal
3831,0,2,23,111,normal
3832,0,2,3,111,normal
3833,1,2,4,111,normal
3834,1,2,5,111,normal
3835,1,2,6,111,normal
3836,1,2,7,111,normal
3837,1,2,8,111,normal
3838,0,2,0,111,normal
3839,0,2,9,111,normal
3840,1,1,1,112,normal
3841,0,1,2,112,normal
3842,0,1,22,112,normal
3843,0,1,23,112,normal
3844,1,1,3,112,normal
3845,1,1,4,112,normal
3846,1,1,5,112,normal
3847,1,1,6,112,normal
3848,1,1,7,112,normal
3849,1,1,8,112,normal
3850,0,1,0,112,normal
3851,0,1,9,112,normal
3852,0,2,1,112,normal
3853,0,2,2,112,normal
3854,0,2,22,112,normal
3855,0,2,23,112,normal
3856,0,2,3,112,normal
3857,1,2,4,112,normal
3858,1,2,5,112,normal
3859,1,2,6,112,normal
3860,0,2,7,112,normal
3861,0,2,8,112,normal
3862,0,2,0,112,normal
3863,0,2,9,112,normal
3864,0,3,1,112,normal
3865,0,3,2,112,normal
3866,0,3,22,112,normal
3867,0,3,23,112,normal
3868,0,3,3,112,normal
3869,0,3,4,112,normal
3870,1,3,5,112,normal
3871,0,3,6,112,normal
3872,0,3,7,112,normal
3873,0,3,8,112,normal
3874,0,3,0,112,normal
3875,0,3,9,112,normal
3876,0,1,1,113,normal
3877,1,1,2,113,normal
3878,0,1,22,113,normal
3879,0,1,23,113,normal
3880,0,1,3,113,normal
3881,0,1,4,113,normal
3882,1,1,5,113,normal
3883,1,1,6,113,normal
3884,1,1,7,113,normal
3885,1,1,8,113,normal
3886,0,1,0,113,normal
3887,0,1,9,113,normal
3888,1,2,1,113,normal
3889,0,2,2,113,normal
3890,0,2,22,113,normal
3891,1,2,23,113,normal
3892,0,2,3,113,normal
3893,0,2,4,113,normal
3894,1,2,5,113,normal
3895,1,2,6,113,normal
3896,1,2,7,113,normal
3897,1,2,8,113,normal
3898,0,2,0,113,normal
3899,0,2,9,113,normal
3900,0,3,1,113,normal
3901,0,3,2,113,normal
3902,1,3,22,113,normal
3903,1,3,23,113,normal
3904,0,3,3,113,normal
3905,1,3,4,113,normal
3906,1,3,5,113,normal
3907,1,3,6,113,normal
3908,1,3,7,113,normal
3909,0,3,8,113,normal
3910,0,3,0,113,normal
3911,0,3,9,113,normal
3912,0,4,1,113,normal
3913,0,4,2,113,normal
3914,1,4,22,113,normal
3915,1,4,23,113,normal
3916,0,4,3,113,normal
3917,1,4,4,113,normal
3918,1,4,5,113,normal
3919,1,4,6,113,normal
3920,1,4,7,113,normal
3921,1,4,8,113,normal
3922,0,4,0,113,normal
3923,0,4,9,113,normal
3924,0,1,1,114,normal
3925,0,1,2,114,normal
3926,0,1,22,114,normal
3927,0,1,23,114,normal
3928,1,1,3,114,normal
3929,1,1,4,114,normal
3930,1,1,5,114,normal
3931,1,1,6,114,normal
3932,0,1,7,114,normal
3933,1,1,8,114,normal
3934,0,1,0,114,normal
3935,0,1,9,114,normal
3936,1,2,1,114,normal
3937,0,2,2,114,normal
3938,1,2,22,114,normal
3939,0,2,23,114,normal
3940,1,2,3,114,normal
3941,1,2,4,114,normal
3942,1,2,5,114,normal
3943,1,2,6,114,normal
3944,0,2,7,114,normal
3945,1,2,8,114,normal
3946,0,2,0,114,normal
3947,0,2,9,114,normal
3948,1,3,1,114,normal
3949,1,3,2,114,normal
3950,1,3,22,114,normal
3951,0,3,23,114,normal
3952,0,3,3,114,normal
3953,1,3,4,114,normal
3954,1,3,5,114,normal
3955,1,3,6,114,normal
3956,0,3,7,114,normal
3957,1,3,8,114,normal
3958,0,3,0,114,normal
3959,0,3,9,114,normal
3960,0,1,1,115,normal
3961,1,1,2,115,normal
3962,0,1,22,115,normal
3963,0,1,23,115,normal
3964,1,1,3,115,normal
3965,0,1,4,115,normal
3966,0,1,5,115,normal
3967,1,1,6,115,normal
3968,1,1,7,115,normal
3969,1,1,8,115,normal
3970,0,1,0,115,normal
3971,0,1,9,115,normal
3972,1,2,1,115,normal
3973,0,2,2,115,normal
3974,1,2,22,115,normal
3975,0,2,23,115,normal
3976,0,2,3,115,normal
3977,0,2,4,115,normal
3978,1,2,5,115,normal
3979,0,2,6,115,normal
3980,0,2,7,115,normal
3981,0,2,8,115,normal
3982,0,2,0,115,normal
3983,0,2,9,115,normal
3984,0,1,1,116,normal
3985,1,1,2,116,normal
3986,0,1,22,116,normal
3987,0,1,23,116,normal
3988,1,1,3,116,normal
3989,1,1,4,116,normal
3990,1,1,5,116,normal
3991,1,1,6,116,normal
3992,1,1,7,116,normal
3993,1,1,8,116,normal
3994,0,1,0,116,normal
3995,0,1,9,116,normal
3996,1,1,1,117,normal
3997,0,1,2,117,normal
3998,0,1,22,117,normal
3999,0,1,23,117,normal
4000,0,1,3,117,normal
4001,1,1,4,117,normal
4002,1,1,5,117,normal
4003,1,1,6,117,normal
4004,1,1,7,117,normal
4005,1,1,8,117,normal
4006,0,1,0,117,normal
4007,0,1,9,117,normal
4008,1,2,1,117,normal
4009,0,2,2,117,normal
4010,1,2,22,117,normal
4011,0,2,23,117,normal
4012,0,2,3,117,normal
4013,1,2,4,117,normal
4014,1,2,5,117,normal
4015,1,2,6,117,normal
4016,1,2,7,117,normal
4017,1,2,8,117,normal
4018,0,2,0,117,normal
4019,0,2,9,117,normal
4020,0,3,1,117,normal
4021,0,3,2,117,normal
4022,0,3,22,117,normal
4023,0,3,23,117,normal
4024,0,3,3,117,normal
4025,1,3,4,117,normal
4026,1,3,5,117,normal
4027,1,3,6,117,normal
4028,1,3,7,117,normal
4029,1,3,8,117,normal
4030,0,3,0,117,normal
4031,0,3,9,117,normal
4032,0,4,1,117,normal
4033,0,4,2,117,normal
4034,0,4,22,117,normal
4035,0,4,23,117,normal
4036,0,4,3,117,normal
4037,1,4,4,117,normal
4038,1,4,5,117,normal
4039,0,4,6,117,normal
4040,1,4,7,117,normal
4041,1,4,8,117,normal
4042,0,4,0,117,normal
4043,0,4,9,117,normal
